"","value","train$pop_density","ci_lower_bd","ci_upper_bd","observed","predicted","residual","model"
"105",2.10988302869739,2.24046523396273,1.10282282221433,3.03136660045191,9.39770240089721,8.24727653352453,1.15042586737268,"BART"
"106",6.38612821769495,6.26370750297148,5.23676650473465,7.5472652363236,525.162376304784,593.554013121099,-68.3916368163145,"BART"
"107",4.89241055083913,5.01670242085969,3.78524869401489,5.98596126502983,150.912835358309,133.274451991693,17.6383833666158,"BART"
"108",2.98561346457668,3.01388612847168,1.83794749551187,4.16364318960389,20.3663927564395,19.7986442785643,0.567748477875174,"BART"
"109",3.56872686357856,3.64224014652683,2.55690985007214,4.61820449477796,38.1772636698518,35.4714044551131,2.70585921473869,"BART"
"110",4.00634412384782,4.0646115918972,3.06562360891625,4.9740238086137,58.2422823543506,54.9456285166438,3.29665383770683,"BART"
"111",3.49471470416671,3.5203008755906,2.58468732033791,4.33116749872584,33.7945949030567,32.9408887139916,0.853706189065157,"BART"
"112",3.07453714310096,3.0622396405253,2.0375959291117,4.12848229396786,21.3753767527107,21.6398634330457,-0.264486680334958,"BART"
"113",3.59904673180736,3.6669084379558,2.61000551066808,4.48100649537956,39.1307435448952,36.5633631343718,2.56738041052333,"BART"
"114",1.18808994853074,1.27458033123148,0.241616060828716,2.16166599913593,3.57719985598763,3.28080870540118,0.296391150586456,"BART"
"115",3.49722418587878,3.40631680684403,2.55471225006468,4.48056943760576,30.1539765548912,33.0236570812144,-2.86968052632321,"BART"
"116",3.54029761500329,3.55078315232794,2.95707862918287,4.12779744103604,34.8405922970069,34.4771785897254,0.363413707281481,"BART"
"117",0.558588407295109,0.435692872020323,-0.477517475150941,1.6760963030427,1.54603389155945,1.74820300713535,-0.202169115575899,"BART"
"118",2.83518725944124,2.61461330758519,1.68262724201404,3.99096772364133,13.6619323906937,17.0335897022539,-3.37165731156028,"BART"
"119",3.42727719973701,3.4146777953684,2.35010640769113,4.47862032478808,30.4071505242912,30.7926861690464,-0.385535644755212,"BART"
"120",3.68056834780174,3.6931157757463,2.74467385763121,4.73004190946301,40.1698123010967,39.6689334179776,0.50087888311915,"BART"
"121",3.95288664358503,3.97848851367634,3.35516623245173,4.54648805949207,53.4362050636496,52.0855023179029,1.35070274574673,"BART"
"122",0.964851290091346,0.845909489757139,-0.066536666960735,1.97793281988717,2.33009604965798,2.62439735356362,-0.294301303905642,"BART"
"123",4.42798973346021,4.55680780835474,3.44616442094033,5.33154178175453,95.2788455285515,83.7628618682606,11.515983660291,"BART"
"124",4.53434345476546,4.55941245995307,3.29304047155413,5.65862285653932,95.527337202477,93.1623299373817,2.36500726509531,"BART"
