ADM3_PT,ADM3_PCODE,T_TL,log_population,district_area,Water,Trees,Flooded vegetation,Crops,Built Area,Bare ground,Snow/Ice,Clouds,Rangeland,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,ST_ATRAN,ST_DRAD,ST_TRAD,ST_URAD,ST_EMIS,ST_EMSD,NDVI,NDWI,NDBI,osm_traffic,osm_transport,osm_places,osm_pofw,osm_pois,osm_railways,osm_roads,building_count,building_area,DNB
Bajone,MZ111501,97529.51,11.487920531112646,1347.464563201472,0.021486133512860727,0.23194602895844174,0.030531582693816475,0.0033653221658188847,0.0028283729488636404,0.003001541669233641,0.0,1.3657541597976902e-05,0.7068273605093669,2406.4999533257965,2768.507469867214,364.0718399768943,915.5552810066309,2727.416235761376,1152.400969706447,1619.4990118632263,1295.6757618494503,-90.84456531562441,-1203.7267043115307,-506.6072192450721,857.7651181394913,993.7449720016082,143.03808485879907,2.821004566210046,1.8707227866101281,1.4812455950354975,0,0,7,0,5,0.0,288.1802724828372,19171,0.8805841724,0.26253041362530416
Balama,MZ010201,127522.8,11.75605829282723,970.7657724516226,0.002791790289976876,0.03836918638875473,0.0001362993541899911,0.08660579308982679,0.027688866934082734,0.0005983500840750732,0.0,0.0,0.8438097138590938,4294.583490582187,4675.008078596904,1337.000376591704,2285.7915887135264,5844.977789144895,3812.2324386427395,1873.73383424729,5140.724536778298,-227.59968589617748,1068.6218221527329,254.66488785511962,-1533.6558442241355,2093.6888861404377,99.87088127041602,3.922263109475621,2.0243340505148772,1.6837761418345774,2,0,1,0,9,0.0,1268.845358816166,42072,2.0982746596187023,0.29880188275566966
Bazaruto,MZ030601,416.57507,6.0344643365105535,100.29250944689025,0.05759785335122207,0.045046569056368974,0.08788037877462132,0.0,0.013966828054210659,0.2376742693810885,2.916642361313656e-06,0.0,0.5578311847401272,10522.040512742566,11105.327841110604,12956.42797790951,14163.462056036886,19065.43106855145,20386.648619344378,17619.174008207934,47543.74315431968,7449.922306243607,991.6773132701738,10153.5146793113,2059.079519707848,9628.896219963684,29.65652036108796,2.8697698744769875,1.5905367012758924,1.4940540036375507,1,6,0,0,9,0.0,82.97977899227156,1271,0.0670524049,0.233265306122449
Bazua,MZ041101,12104.072,9.401379817309861,1979.4292629341192,1.1627857008703451e-06,0.5516834229984351,0.0,0.0011043936363266387,0.0002585428727935193,0.00034302178175675183,0.0,0.0,0.4466094559249872,1408.7325593201597,1684.123045321453,2735.6291289186574,1157.9826410198755,2024.7087104023572,3357.6564846554575,2404.6318830726,2564.9772580909325,17.925208835354567,-578.9265127207934,700.7972382120209,760.7300435258575,-604.6052087830141,0.2458339196573165,0.0,1.9631876495515868,1.5604141913528775,0,0,2,0,1,0.0,139.44353781405297,2845,0.06194260010000001,0.9059625917123075
Bela Vista,MZ050601,17680.934,9.78029871934935,2623.2901575806413,0.04381090854540923,0.5567596980037383,0.03928544560747181,0.0014732834290880578,0.007240710877148665,0.0007526345938729453,0.0,0.0,0.35067731894327103,745.8788525893262,1009.6170905049592,981.9987175445689,1732.4058455935528,1776.2539674651416,1486.1437776681662,1471.2920712508205,3219.1229256964734,238.1643634254417,406.64223072972175,-525.1691322894117,114.10427942668687,-442.98889272340693,24.894625647452624,3.208652426792496,1.5913989629192224,1.378996444460043,13,42,9,0,27,33.494580378500366,667.5537892392512,12598,0.661773385,1.0640545894783182
Bilibiza,MZ011801,22194.635,10.007650926906184,786.9493875613581,0.002995400461835096,0.5829043743275848,0.0037215237149127232,6.313017328096223e-07,0.002703991581970174,0.0023654875928376547,0.0,0.0,0.4053085910191268,4942.006025192279,5111.657168672926,6159.083153994162,5744.184457540209,3269.570772609002,4824.401023271192,4650.683742322258,8108.883935162768,-564.0553224884245,1544.4032706630642,188.2467183126488,235.56984651950177,-751.1841363548263,11.93537663939156,2.5040745052386497,1.3460522982094576,1.0495859942109185,0,0,11,0,4,0.0,208.76140469132864,4058,0.2508465895407898,1.4065799946935529
Boane,MZ050101,75314.83,11.229445617457257,598.6159537329538,0.039295261040227486,0.20758987470396867,0.053084216305692815,0.1184662913521974,0.1508593717989691,0.0003743311125861461,0.0,0.0,0.43033065368635837,3573.6149331671927,3940.018178380936,4905.397437025446,5407.15363698407,5020.031550887339,5862.31555881073,8775.65989936437,3811.085955194337,640.8433385215063,1147.915357946267,-2409.0857796347386,-750.0659872319716,8.191484264467244,26.756493628793002,3.0275052410901466,1.9409867271102061,1.5547657247250881,30,57,3,1,28,57.18147892280645,1516.6333743266882,60672,3.5515156356,1.3603658536585366
Boila,MZ070103,94051.125,11.451604428838627,1252.0861110574033,0.013099319101569489,0.11366022035046311,0.009577461003915103,0.014903435619120756,0.0012024510967897555,0.008449468302277411,0.0,0.0,0.8391076445258644,2026.0126471690073,2290.9320527449145,142.5931379277803,286.68069794642577,1111.1114709608416,153.3908833143161,2983.209455421053,2934.448858361129,427.701822507407,1290.1832727874007,311.3533858326081,-282.5698330870871,509.8625190746571,60.35769440394016,3.8031914893617023,1.9540502131691142,1.592526524998094,0,1,1,0,10,0.0,437.2190828738214,41356,1.8823561647,0.2757229320780094
Buzi,MZ090101,155973.14,11.957445503259667,3416.8418609227897,0.015752706928584465,0.33030116331134657,0.007171946540652088,0.017242983782227,0.0063812592161516446,0.0013813806606476737,0.0,0.0,0.6217685595603906,1481.720966835905,1656.9937067957303,1679.0018740989797,1329.5830876651466,2040.2231248432308,1935.4426499296717,1987.790595328568,4869.913610408216,565.5265458962903,389.8606669826892,-555.1048017925758,17.627639260691446,4197.717494428849,30.69486464260877,2.604382289089716,1.7428009232357002,1.374092334562474,30,0,25,2,36,0.0,9392.695972501999,28097,1.0788126594,0.220666708128615
Cafumpe,MZ040302,29625.293,10.296417523054613,774.4578302133687,0.0019134038652983117,0.22837305684905362,4.040871626239835e-05,0.0041975193395988155,0.005662079552742006,0.00010485806118723622,0.0,0.0,0.7597086736158576,3860.2321635745348,4116.493069487203,5053.806059993761,674.2870281450429,975.8350077215405,2470.5919296301763,5003.499730773031,4141.1632828504535,2715.7669603733734,1076.08676201326,2102.42517720761,2254.126832874687,3394.6940888490485,39.69113614384944,2.111111111111111,1.9877709999267192,1.6111096147112354,6,2,2,0,2,13.617305901909148,188.41380323199309,8478,0.3897065469,0.21330550482650668
Caia,MZ090201,134707.23,11.81086645926994,2014.7490314101497,0.012338251296444716,0.4341577643337525,0.0685248149972598,0.0016223378137364534,0.007439014828729912,0.0004100887474617561,0.0,0.0,0.4755077279826148,1054.8762791562954,1262.5756888895323,307.09819804759604,2039.4760547733158,1415.3853047137538,2031.9577173660755,1227.9609383192512,1207.470013106025,-207.57909397430652,0.03211215607904376,-137.7621933614688,252.510342107047,-517.074516953651,47.29512142229092,2.9999282794233664,1.818719994702513,1.3078599468677252,11,2,4,0,123,16.330643898883945,298.17951855828255,20729,0.844251333,0.6903013754045308
Calanga,MZ050401,2151.6118,7.674437174558181,588.7104593132999,0.04731801437520757,0.39739872885383765,0.09096938348690235,0.03586475643238819,0.02715255514259949,0.018557205014105127,1.995019826976457e-05,0.000139819036613308,0.38257958746007653,3852.214822180333,4156.498059881181,5330.133531474676,5136.254967086198,3739.9719782444736,969.2496078831584,7217.330824367674,46987.21027741129,1376.357341268849,1677.1672159843956,-2762.3510805471506,-535.6952852034309,9718.104041064506,8.411972157294809,3.374819416353655,1.673939794744218,1.2101045001571098,0,0,0,0,2,0.0,620.1246197764341,3717,0.11050338819601907,0.37633355840648214
Calipo,MZ071301,58695.652,10.980137968414459,1084.598737664013,0.0007814849298938109,0.10695074818070291,0.0,0.0013444688077538932,0.0008243530998706267,6.330742401639482e-07,0.0,0.0,0.8900983119075386,1814.6313787693532,2229.595270241563,3512.6494444418217,777.2460372910854,3624.09833560718,1441.3198287297773,1886.4313243229208,4323.828509269933,1606.5735294925664,-1529.4254893449681,957.8344017538475,732.1897489715456,-428.55872335849557,58.26093348581906,0.0,1.8335874691378422,1.136873475051653,0,0,2,0,1,0.0,484.0592722480717,23208,1.0870906199168204,0.24597722960151805
Campo,MZ111701,22220.303,10.008806702338399,3672.4495054646054,0.004846906756885215,0.5847369164651098,0.05721440950261826,0.0009355287306240651,0.001127523393384529,0.0002981205895065468,0.0,0.0,0.3508405945618715,840.5673421472219,1081.1441015534435,915.3094472465826,809.6740697154605,1095.7469395416074,521.4633467541638,562.4488236447868,552.520148970574,150.8519967985133,-356.7104807826409,-97.51965529830944,181.4554962259944,515.4136749335048,65.21052668146868,3.109010390052802,1.9869155143821344,1.7957681546334718,0,0,2,0,4,0.0,1596.4876657300022,11838,0.46335634059999997,0.19842990445326036
